ORTHO,PHON
similaire,similER
similarité,similaRite
simon,sim%
simone,simon
simoun,simun
simple,s5pl*
simple,s5pl*
simplement,s5pl*m@
simples,s5pl*
simplet,s5plE
simplet,s5plE
simplicité,s5plisite
simplifie,s5plifi
simplifié,s5plifje
simplifiée,s5plifje
simplifiées,s5plifje
simplifier,s5plifje
simulacre,simylakR*
simulateur,simylat9R
simulateurs,simylat9R
simule,simyl
simulé,simyle
simuler,simyle
simultanées,simyltane
simultanéité,simyltaneite
simultanément,simyltanem@
sincère,s5sER
sincèrement,s5sERm@
sincères,s5sER
sincérité,s5seRite
sindbad,sinbad
singapour,s5gapuR
singe,s5Z
singe,s5Z
singeant,s5Z@
singeries,s5ZRi
singes,s5Z
singez,s5Ze
singulier,s5gylje
singulier,s5gylje
singulière,s5gyljER
singulièrement,s5gyljERm@
singuliers,s5gylje
sinistre,sinistR*
sinistre,sinistR*
sinistrement,sinistR*m@
sinistres,sinistR*
sinon,sin%
sinueuse,sin82z
sinueuses,sin82z
sinueux,sin82
sioux,sju
sioux,sju
sioux,sju
siphon,sif%
sir,siR
sire,siR
sire,siR
sirène,siREn
sirène,siREn
sirènes,siREn
sirocco,siRokO
sirop,siRO
sirops,siRO
sirote,siRot
siroter,siRote
sisal,sizal
sisley,sislE
sismomètre,sismomEtR*
site,sit
sites,sit
sitôt,sitO
situ,sity
situait,sit8E
situant,sit8@
situation,sit8asj%
situations,sit8asj%
situe,sity
situé,sit8e
situé,sit8e
située,sit8e
située,sit8e
situées,sit8e
situent,sity
situer,sit8e
situés,sit8e
situés,sit8e
situez,sitye
six,sis
sixième,sizjEm
sixième,sizjEm
skate,skEt
skateboard,skEtboRd
sketch,skEtS
sketches,skEtS
ski,ski
skié,skje
skier,skje
skieur,skj9R
skieurs,skj9R
skiez,skje
skipper,skip9R
skippers,skip9R
skis,ski
slalom,slalom
slalome,slalom
slave,slav
slip,slip
slogan,slog@
slogans,slog@
smiley,smajlE
smith,smis
smocks,smok
smog,smog
snack,snak
snap,snap
snoopy,snupi
sobre,sobR*
sobrement,sobR*m@
sobres,sobR*
sobriété,sobRijete
sobriquet,sobRikE
sobriquets,sobRikE
soc,sok
sociable,sosjabl*
social,sosjal
social,sosjal
sociale,sosjal
sociales,sosjal
socialisation,sosjalizasj%
société,sosjete
sociétés,sosjete
socioculturelles,sosjokyltyREl
socle,sokl*
socles,sokl*
socs,sok
soda,soda
sodas,soda
sodium,sodjom
soeur,s9R
soeurs,s9R
sofa,sofa
soi,swa
soie,swa
soient,swa
soies,swa
soif,swaf
soifs,swaf
soigna,swaNa
soignaient,swaNE
soignait,swaNE
soigne,swaN
soigné,swaNe
soigné,swaNe
soignée,swaNe
soignée,swaNe
soignent,swaN
soigner,swaNe
soignera,swaNRa
soignerai,swaNRE
soignerais,swaNRE
soignèrent,swaNER
soigneront,swaNR%
soignes,swaN
soignés,swaNe
soignés,swaNe
soigneur,swaN9R
soigneurs,swaN9R
soigneuse,swaN2z
soigneusement,swaN2zm@
soigneux,swaN2
soigniez,swaNje
soignons,swaN%
soin,sw5
soins,sw5
soir,swaR
soirée,swaRe
soirées,swaRe
soirs,swaR
sois,swa
soit,swa
soit,swa
soit,swa
soixantaine,swas@tEn
soixante,swas@t
soja,soZa
sol,sol
solaire,solER
solaires,solER
solange,sol@Z
solarium,solaRjom
soldat,solda
soldats,solda
soldées,solde
soldes,sold*
sole,sol
soleil,solEj
soleil,solEj
soleils,solEj
solennel,solanEl
solennelle,solanEl
solennellement,solanElm@
solennelles,solanEl
solennité,solanite
soles,sol
solfège,solfEZ
solfèges,solfEZ
solidarité,solidaRite
solide,solid
solide,solid
solidement,solidm@
solides,solid
solidifiée,solidifje
solidité,solidite
soliloque,solilok
soliste,solist*
solitaire,solitER
solitaire,solitER
solitaires,solitER
solitude,solityd
sollicitude,solisityd
solo,solO
sologne,soloN
sols,sol
solstice,solstis
soluble,solybl*
solution,solysj%
solutions,solysj%
sombra,s%bRa
sombre,s%bR*
sombré,s%bRe
sombrer,s%bRe
sombrèrent,s%bRER
sombrero,s%bReRO
sombres,s%bR*
sommaire,somER
sommaire,somER
sommairement,somERm@
sommait,somE
sommant,som@
sommation,somasj%
somme,som
somme,som
somme,som
sommeil,somEj
sommeillait,somEjE
sommeille,somEj
sommeiller,someje
sommeils,somEj
sommes,som
sommes,som
sommet,somE
sommets,somE
sommier,somje
somnambule,somn@byl
somnambule,somn@byl
somnambules,somn@byl
somnifère,somnifER
somnifère,somnifER
somnolais,somnolE
somnolait,somnolE
somnole,somnol
somnolence,somnol@s
somnolent,somnol
somnolent,somnol@
somnolente,somnol@t
somnolents,somnol@
somnoler,somnole
somptueuse,s%pt82z
somptueuses,s%pt82z
somptueux,s%pt82
son,s%
son,s%
sonar,sonaR
sonate,sonat
sonates,sonat
sondage,s%daZ
sondait,s%dE
sonde,s%d
sondé,s%de
sondé,s%de
sondent,s%d
sonder,s%de
songe,s%Z
songe,s%Z
songé,s%Ze
songea,s%Za
songeai,s%ZE
songeaient,s%ZE
songeais,s%ZE
songeait,s%ZE
songeant,s%Z@
songent,s%Z
songeons,s%Z%
songer,s%Ze
songera,s%ZRa
songerait,s%ZRE
songèrent,s%ZER
songes,s%Z
songes,s%Z
songeur,s%Z9R
songeuse,s%Z2z
songez,s%Ze
sonia,sOnja
sonna,sona
sonnaient,sonE
sonnais,sonE
sonnait,sonE
sonnant,son@
sonne,son
sonné,sone
sonné,sone
sonnent,son
sonner,sone
sonnerait,sonRE
sonnèrent,sonER
sonnerie,sonRi
sonneries,sonRi
sonnette,sonEt
sonnettes,sonEt
sonneur,son9R
sonnez,sone
sono,sonO
sonore,sonoR
sonores,sonoR
sonorisation,sonoRizasj%
sonoriser,sonoRize
sonorité,sonoRite
sonorités,sonoRite
sons,s%
sont,s%
sophie,sofi
sophistiqué,sofistike
sophistiquée,sofistike
sorbet,soRbE
sorbetière,soRb*tjER
sorbets,soRbE
sorbier,soRbje
sorcellerie,soRsElRi
sorcier,soRsje
sorcier,soRsje
sorcière,soRsjER
sorcières,soRsjER
sorciers,soRsje
sorciers,soRsje
sordides,soRdid
sornettes,soRnEt
sors,soR
sort,soR
sort,soR
sortaient,soRtE
sortais,soRtE
sortait,soRtE
sortant,soRt@
sortant,soRt@
sorte,soRt*
sorte,soRt*
sortent,soRt*
sortes,soRt*
sortes,soRt*
sortez,soRte
sorti,soRti
sortie,soRti
sortie,soRti
sorties,soRti
sorties,soRti
sortiez,soRtje
sortilège,soRtilEZ
sortilèges,soRtilEZ
sortîmes,soRtim
sortions,soRtj%
sortir,soRtiR
sortira,soRtiRa
sortirai,soRtiRE
sortiraient,soRtiRE
sortirait,soRtiRE
sortiras,soRtiRa
sortirent,soRtiR
sortiriez,soRtiRje
sortirons,soRtiR%
sortiront,soRtiR%
sortis,soRti
sortit,soRti
sortît,soRti
sortons,soRt%
sorts,soR
sot,sO
sot,sO
sots,sO
sots,sO
sotte,sot
sottement,sotm@
sottes,sot
sottise,sotiz
sottises,sotiz
sou,su
souahéli,swaeli
soubassement,subAsm@
soubeyran,subeR@
soubresaut,subR*sO
soubresauts,subR*sO
souche,suS
souches,suS
souci,susi
souciaient,susjE
souciait,susjE
soucie,susi
soucié,susje
soucient,susi
soucier,susje
souciés,susje
soucieuse,susj2z
soucieux,susj2
soucis,susi
soucoupe,sukup
soucoupes,sukup
soudain,sud5
soudain,sud5
soudaine,sudEn
soudainement,sudEnm@
soudaineté,sudEnte
soudait,sudE
soude,sud
soude,sud
soudée,sude
soudées,sude
souder,sude
soudés,sude
soudure,sudyR
soue,su
souffert,sufER
souffertes,sufERt*
souffla,sufla
soufflai,suflE
soufflaient,suflE
soufflais,suflE
soufflait,suflE
soufflant,sufl@
soufflant,sufl@
souffle,sufl*
souffle,sufl*
soufflé,sufle
soufflé,sufle
soufflé,sufle
soufflée,sufle
soufflent,sufl*
souffler,sufle
soufflera,sufl*Ra
soufflerai,sufl*RE
soufflerait,sufl*RE
souffleras,sufl*Ra
soufflèrent,suflER
souffles,sufl*
soufflés,sufle
soufflet,suflE
souffleur,sufl9R
souffleurs,sufl9R
souffleuses,sufl2z
soufflez,sufle
soufflons,sufl%
souffraient,sufRE
souffrait,sufRE
souffrance,sufR@s
souffrances,sufR@s
souffrant,sufR@
souffrant,sufR@
souffrante,sufR@t
souffrantes,sufR@t
souffrants,sufR@
souffre,sufR*
souffrent,sufR*
souffres,sufR*
souffrez,sufRe
souffrir,sufRiR
souffrirent,sufRiR
souffrit,sufRi
soufre,sufR*
soufrière,sufRijER
souhait,swE
souhaita,swEta
souhaitable,swEtabl*
souhaitai,swEtE
souhaitaient,swEtE
souhaitais,swEtE
souhaitait,swEtE
souhaitant,swEt@
souhaite,swEt
souhaité,swete
souhaitée,swete
souhaitent,swEt
souhaiter,swete
souhaiterais,swEtRE
souhaiterait,swEtRE
souhaitèrent,swEtER
souhaiterez,swEtRe
souhaiterions,swEt*Rj%
souhaites,swEt
souhaitez,swEte
souhaitons,swEt%
souhaits,swE
souille,suj
souillée,suje
souiller,suje
souilles,suj
souillés,suje
souillon,suj%
souillonne,sujon
soûl,su
soulage,sulaZ
soulagé,sulaZe
soulageaient,sulaZE
soulageait,sulaZE
soulagée,sulaZe
soulagement,sulaZm@
soulager,sulaZe
soulagés,sulaZe
soulagez,sulaZe
soûle,sul
soûle,sul
souleva,sulva
soulevaient,sulvE
soulevait,sulvE
soulevant,sulv@
soulève,sulEv
soulevé,sulve
soulevé,sulve
soulevée,sulve
soulevées,sulve
soulèvent,sulEv
soulever,sulve
soulèveras,sulEvRa
soulevèrent,sulvER
soulèverez,sulEvRe
soulevés,sulve
soulevez,sulve
soulier,sulje
souliers,sulje
soulignait,suliNE
soulignant,suliN@
souligne,suliN
souligné,suliNe
soulignée,suliNe
soulignées,suliNe
soulignent,suliN
souligner,suliNe
souligneras,suliNRa
soulignèrent,suliNER
soulignes,suliN
soulignés,suliNe
soulignez,suliNe
soumet,sumE
soumettait,sumEtE
soumettrait,sumEtRE
soumettre,sumEtR*
soumis,sumi
soumis,sumi
soumise,sumiz
soumise,sumiz
soumission,sumisj%
soupaient,supE
soupait,supE
soupape,supap
soupçon,sups%
soupçonnaient,supsonE
soupçonnait,supsonE
soupçonne,supson
soupçonné,supsone
soupçonner,supsone
soupçonnes,supson
soupçonnés,supsone
soupçonneuse,supson2z
soupçonneux,supson2
soupçons,sups%
soupe,sup
soupe,sup
soupé,supe
soupente,sup@t
souper,supe
souper,supe
soupes,sup
soupesait,sup*zE
soupesant,sup*z@
soupèse,supEz
soupeser,sup*ze
soupèses,supEz
soupière,supjER
soupières,supjER
soupir,supiR
soupira,supiRa
soupiraient,supiRE
soupirail,supiRaj
soupirait,supiRE
soupirant,supiR@
soupirant,supiR@
soupire,supiR
soupiré,supiRe
soupirent,supiR
soupirer,supiRe
soupirèrent,supiRER
soupirons,supiR%
soupirs,supiR
souple,supl*
souples,supl*
souplesse,suplEs
source,suRs*
sources,suRs*
sourcier,suRsje
sourcil,suRsi
sourcilier,suRsilje
sourcilière,suRsiljER
sourciller,suRsije
sourcilleux,suRsij2
sourcils,suRsi
sourd,suR
sourd,suR
sourde,suRd*
sourdement,suRd*m@
sourdes,suRd*
sourdine,suRdin
sourds,suR
sourds,suR
souri,suRi
souriaient,suRjE
souriait,suRjE
souriant,suRj@
souriant,suRj@
souriante,suRj@t
souriantes,suRj@t
souriants,suRj@
souriceau,suRisO
souriceaux,suRisO
souricette,suRisEt
souricière,suRisjER
sourie,suRi
sourient,suRi
souriez,suRje
sourire,suRiR
sourire,suRiR
sourirent,suRiR
sourires,suRiR
souris,suRi
souris,suRi
souris,suRi
sourit,suRi
sournois,suRnwa
sournoisement,suRnwazm@
sournoises,suRnwaz
sous,su
sous,su
soustraction,sustRaksj%
soustractions,sustRaksj%
soustrairas,sustRERa
soustraire,sustRER
soustrais,sustRE
soute,sut
soutenaient,sutnE
soutenait,sutnE
soutenant,sutn@
soutènement,sutEnm@
soutenir,sutniR
soutenu,sutny
soutenu,sutny
soutenue,sutny
soutenue,sutny
soutenus,sutny
souterrain,sutER5
souterrain,sutER5
souterraine,sutEREn
souterraines,sutEREn
souterrains,sutER5
souterrains,sutER5
soutes,sut
soutien,sutj5
soutiendrait,sutj5dRE
soutiennent,sutjEn
soutiens,sutj5
soutient,sutj5
soutinrent,sut5R
soutint,sut5
soutînt,sut5
souvenaient,suvnE
souvenais,suvnE
souvenait,suvnE
souvenance,suvn@s
souvenant,suvn@
souvenez,suvne
souvenir,suvniR
souvenir,suvniR
souvenirs,suvniR
souvenons,suvn%
souvent,suv@
souvenu,suvny
souvenue,suvny
souverain,suvR5
souverain,suvR5
souveraine,suvREn
souverains,suvR5
souviendra,suvj5dRa
souviendrai,suvj5dRE
souviendraient,suvj5dRE
souviendrait,suvj5dRE
souviendras,suvj5dRa
souviendrez,suvj5dRe
souviendront,suvj5dR%
souviennent,suvjEn
souviennes,suvjEn
souviens,suvj5
souvient,suvj5
souvint,suv5
soviétique,sovjetik
soviétique,sovjetik
soviétiques,sovjetik
soviétiques,sovjetik
soyeuse,swaj2z
soyeuses,swaj2z
soyeux,swaj2
soyez,swaje
soyons,swaj%
soyouz,sojuz
spacieuse,spasj2z
spacieux,spasj2
spaghetti,spageti
spaghettis,spageti
sparadrap,spaRadRa
spasme,spasm*
spatial,spasjal
spatiale,spasjal
spatiales,spasjal
spatiaux,spasjO
spationaute,spasjonOt
spationautes,spasjonOt
spatule,spatyl
spatules,spatyl
speaker,spik9R
speakerine,spikRin
spécial,spesjal
spéciale,spesjal
spécialement,spesjalm@
spéciales,spesjal
spécialisation,spesjalizasj%
spécialisé,spesjalize
spécialisé,spesjalize
spécialisée,spesjalize
spécialisée,spesjalize
spécialisées,spesjalize
spécialisées,spesjalize
spécialisés,spesjalize
spécialisés,spesjalize
spécialiste,spesjalist*
spécialistes,spesjalist*
spécialité,spesjalite
spécialités,spesjalite
spéciaux,spesjO
spécifique,spesifik
spécifiques,spesifik
spécimen,spesimEn
spécimens,spesimEn
spectacle,spEktakl*
spectacles,spEktakl*
spectaculaire,spEktakylER
spectaculaires,spEktakylER
spectateur,spEktat9R
spectateurs,spEktat9R
spectatrice,spEktatRis
spectrale,spEktRal
spectre,spEktR*
spéculations,spekylasj%
spéléologie,speleoloZi
spéléologue,speleolog
spéléologues,speleolog
spencer,spEns9R
sphéniscidés,sfeniside
sphénisciformes,sfenisifoRm*
sphère,sfER
sphères,sfER
sphérique,sfeRik
sphéroïde,sfeRoid
sphinx,sf5ks
spirale,spiRal
spirale,spiRal
spires,spiR
spirituel,spiRit8El
spirituelle,spiRit8El
spirou,spiRu
splatch,splatS
splendeur,spl@d9R
splendide,spl@did
splendides,spl@did
spongieux,sp%Zj2
sponsor,sp%soR
sponsors,sp%soR
spontané,sp%tane
spontanée,sp%tane
spontanément,sp%tanem@
sport,spoR
sportif,spoRtif
sportif,spoRtif
sportifs,spoRtif
sportifs,spoRtif
sportive,spoRtiv
sportive,spoRtiv
sportivement,spoRtivm@
sportives,spoRtiv
sportives,spoRtiv
sports,spoR
spot,spot
spots,spot
spoutnik,sputnik
sprats,spRat
sprint,spRint
square,skwaR
squaw,skwO
squelette,sk*lEt
squelettes,sk*lEt
stabilisée,stabilize
stabilisent,stabiliz
stabilité,stabilite
stable,stabl*
stade,stad
stades,stad
stage,staZ
stages,staZ
stalactites,stalaktit
stalagmites,stalagmit
stand,st@d
standard,st@daR
standardiste,st@daRdist*
stands,st@d
star,staR
stars,staR
starter,staRtER
station,stasj%
stationnait,stasjonE
stationne,stasjon
stationnement,stasjonm@
stationner,stasjone
stations,stasj%
statique,statik
statistiques,statistik
statistiques,statistik
statue,staty
statues,staty
statuette,stat8Et
statufié,statyfje
stature,statyR
steak,stEk
steaks,stEk
stégosaure,stegozoR
stencil,stEnsil
stentor,st@toR
steph,stEf
stéphane,stefan
stéphanie,stefani
steppe,stEp
steppes,stEp
stéréo,steReO
stérile,steRil
stérilisation,steRilizasj%
stérilise,steRiliz
stérilisé,steRilize
stérilisé,steRilize
stériliser,steRilize
stérilisez,steRilize
sterlet,stERlE
sterne,stERn*
stéthoscope,stetoskop
stetson,stEtson
stewards,stiwaRt
stick,stik
stigmate,stigmat
stimulant,stimyl@
stimulants,stimyl@
stipule,stipyl
stock,stok
stockage,stokaZ
stocke,stok
stocké,stoke
stocker,stoke
stockés,stoke
stockholm,stokolm
stocks,stok
stoïque,stoik
stomatites,stomatit
stomatologie,stomatoloZi
stop,stop
stoppa,stopa
stoppâmes,stopam
stoppe,stop
stoppé,stope
stopper,stope
store,stoR
strapontin,stRap%t5
strasbourg,stRasbuR
stratagème,stRataZEm
stratagèmes,stRataZEm
stratégie,stRateZi
stratégies,stRateZi
stratégique,stRateZik
stratégiques,stRateZik
stratosphère,stRatosfER
stratus,stRatys
streptocoques,stREptokok
striait,stRijE
strict,stRikt
stricte,stRikt*
strictement,stRikt*m@
strictes,stRikt*
stridaient,stRidE
strident,stRid@
stridente,stRid@t
stridentes,stRid@t
stridents,stRid@
stridulent,stRidyl
strié,stRije
striée,stRije
striés,stRije
strobile,stRobil
strogoff,stROgof
strombes,stR%b
strophe,stRof
strophes,stRof
structuralistes,stRyktyRalist*
structure,stRyktyR
structure,stRyktyR
studieux,stydj2
studio,stydjO
studios,stydjO
stupéfaction,stypefaksj%
stupéfait,stypefE
stupéfaite,stypefEt
stupéfaits,stypefE
stupéfiant,stypefj@
stupéfiant,stypefj@
stupéfiantes,stypefj@t
stupéfiés,stypefje
stupeur,styp9R
stupide,stypid
stupide,stypid
stupidement,stypidm@
stupides,stypid
stupidité,stypidite
style,stil
stylé,stile
styles,stil
stylet,stilE
stylets,stilE
stylo,stilO
stylobille,stilobij
stylographe,stilogRaf
stylos,stilO
su,sy
suaient,s8E
suait,s8E
suant,s8@
suant,s8@
suants,s8@
suave,s8av
subalterne,sybaltERn*
subi,sybi
subie,sybi
subir,sybiR
subirent,sybiR
subis,sybi
subissaient,sybisE
subissant,sybis@
subissent,sybis
subit,sybi
subit,sybi
subite,sybit
subitement,sybitm@
subjectile,sybZEktil
subjonctif,sybZ%ktif
sublime,syblim
sublimes,syblim
submerge,sybmERZ*
submergée,sybmERZe
submergée,sybmERZe
submergent,sybmERZ*
submerger,sybmERZe
submergeraient,sybmERZ*RE
submergés,sybmERZe
submergés,sybmERZe
submersible,sybmERsibl*
submersible,sybmERsibl*
submersibles,sybmERsibl*
subordination,syboRdinasj%
subordonnant,syboRdon@
subordonnants,syboRdon@
subordonne,syboRdon
subordonnée,syboRdone
subordonnée,syboRdone
subordonnée,syboRdone
subordonnées,syboRdone
subordonnées,syboRdone
subordonner,syboRdone
subrepticement,sybREptism@
subsaharienne,sybsaaRjEn
subsista,sybzista
subsistaient,sybzistE
subsistance,sybzist@s
subsiste,sybzist*
subsisté,sybziste
subsistent,sybzist*
subsister,sybziste
substance,sypst@s
substances,sypst@s
substituent,sypstity
substituer,sypstit8e
substitution,sypstitysj%
substitutions,sypstitysj%
substituts,sypstity
subtil,syptil
subtile,syptil
subtils,syptil
suc,syk
suça,sysa
suçaient,sysE
suçait,sysE
suçant,sys@
succéda,sykseda
succédaient,syksedE
succède,syksEd
succédé,syksede
succèdent,syksEd
succéder,syksede
succédèrent,syksedER
succéderont,syksedR%
succès,syksE
successeur,sykses9R
successifs,syksesif
succession,syksesj%
successivement,syksesivm@
successives,syksesiv
succombe,syk%b
succombé,syk%be
succomber,syk%be
succombèrent,syk%bER
succulent,sykyl@
succulente,sykyl@t
succulentes,sykyl@t
succulents,sykyl@
suce,sys
sucé,syse
sucées,syse
sucent,sys
sucer,syse
suces,sys
sucette,sysEt
sucettes,sysEt
suceur,sys9R
suceurs,sys9R
suçons,sys%
sucrant,sykR@
sucre,sykR*
sucre,sykR*
sucre,sykR*
sucré,sykRe
sucré,sykRe
sucrée,sykRe
sucrée,sykRe
sucrées,sykRe
sucrer,sykRe
sucreries,sykR*Ri
sucres,sykR*
sucrés,sykRe
sucrés,sykRe
sucrez,sykRe
sucrier,sykRije
sucs,syk
sud,syd
sud,syd
sud,syd
sudistes,sydist*
sue,sy
sué,s8e
suède,s8Ed
suédois,s8edwa
suédois,s8edwa
suédoise,s8edwaz
suer,s8e
sueur,s89R
sueurs,s89R
suffi,syfi
suffira,syfiRa
suffirait,syfiRE
suffire,syfiR
suffirent,syfiR
suffiront,syfiR%
suffisait,syfizE
suffisamment,syfizam@
suffisant,syfiz@
suffisante,syfiz@t
suffisent,syfiz
suffit,syfi
suffixation,syfiksasj%
suffixe,syfiks*
suffixes,syfiks*
suffixés,syfikse
suffocant,syfok@
suffocante,syfok@t
suffoquaient,syfokE
suffoquait,syfokE
suffoquant,syfok@
suffoqué,syfoke
suffoquée,syfoke
suffoquer,syfoke
suffrages,syfRaZ
suggéra,sygZeRa
suggéraient,sygZeRE
suggérait,sygZeRE
suggère,sygZER
suggérée,sygZeRe
suggèrent,sygZER
suggérer,sygZeRe
suggères,sygZER
suggestion,sygZEstj%
suggestions,sygZEstj%
suggestive,sygZEstiv
suie,s8i
suif,s8if
suiffer,s8ife
suintant,s85t@
suintants,s85t@
suinte,s85t
suis,s8i
suisse,s8is
suisse,s8is
suisse,s8is
suisses,s8is
suisses,s8is
suit,s8i
suite,s8it
suites,s8it
suivaient,s8ivE
suivais,s8ivE
suivait,s8ivE
suivant,s8iv@
suivant,s8iv@
suivant,s8iv@
suivant,s8iv@
suivante,s8iv@t
suivante,s8iv@t
suivantes,s8iv@t
suivantes,s8iv@t
suivants,s8iv@
suivants,s8iv@
suive,s8iv
suivent,s8iv
suives,s8iv
suiveurs,s8iv9R
suivez,s8ive
suivi,s8ivi
suivi,s8ivi
suivi,s8ivi
suivie,s8ivi
suivie,s8ivi
suivies,s8ivi
suivies,s8ivi
suivions,s8ivj%
suivirent,s8iviR
suivis,s8ivi
suivis,s8ivi
suivit,s8ivi
suivons,s8iv%
suivra,s8ivRa
suivraient,s8ivRE
suivrais,s8ivRE
suivrait,s8ivRE
suivras,s8ivRa
suivre,s8ivR*
suivrons,s8ivR%
suivront,s8ivR%
sujet,syZE
sujet,syZE
sujets,syZE
sujets,syZE
sujettes,syZEt
sulfurique,sylfyRik
sulfurisé,sylfyRize
sulky,sylki
sultan,sylt@
sunlight,s9nlajt
sunny,s9ni
suons,s8%
super,sypER
super,sypER
superbe,sypERb*
superbement,sypERb*m@
superbes,sypERb*
supercarburant,sypERkaRbyR@
superchat,sypERSa
supercherie,sypERS*Ri
supercrick,sypERkRik
superficie,sypERfisi
superficielle,sypERfisjEl
superficiellement,sypERfisjElm@
superflu,sypERfly
superflu,sypERfly
superflue,sypERfly
supérieur,sypeRj9R
supérieure,sypeRj9R
supérieures,sypeRj9R
supérieurs,sypeRj9R
supérieurs,sypeRj9R
supériorité,sypeRjoRite
superlatif,sypERlatif
superlatifs,sypERlatif
superlatifs,sypERlatif
superman,sypERman
supermarché,sypERmaRSe
supermarchés,sypERmaRSe
superposent,sypERpOz
superposer,sypERpOze
superposés,sypERpOze
superpositions,sypERpOzisj%
supersonique,sypERsonik
supersonique,sypERsonik
superstar,sypERstaR
superstitieux,sypERstisj2
superstitions,sypERstisj%
supertanker,sypERt@k9R
supervise,sypERviz
supervitaminé,sypERvitamine
suppléant,syple@
supplément,syplem@
supplémentaire,syplem@tER
supplémentaires,syplem@tER
supplia,syplija
suppliai,syplijE
suppliait,syplijE
suppliant,syplij@
suppliant,syplij@
suppliants,syplij@
supplications,syplikasj%
supplice,syplis
supplie,sypli
supplié,syplije
suppliée,syplije
supplient,sypli
supplier,syplije
supplièrent,syplijER
supplions,syplij%
support,sypoR
supportable,sypoRtabl*
supportais,sypoRtE
supportait,sypoRtE
supportant,sypoRt@
supporte,sypoRt*
supporté,sypoRte
supportent,sypoRt*
supporter,sypoRte
supporter,sypoRtER
supporterai,sypoRtRE
supporterons,sypoRtR%
supporteront,sypoRtR%
supporters,sypoRtER
supports,sypoR
supposa,sypOza
supposait,sypOzE
supposant,sypOz@
suppose,sypOz
supposé,sypOze
supposé,sypOze
supposée,sypOze
supposer,sypOze
supposez,sypOze
supposition,sypOzisj%
suppositions,sypOzisj%
suppositoire,sypOzitwaR
supposons,sypOz%
suppression,sypResj%
supprimable,sypRimabl*
supprimables,sypRimabl*
supprimant,sypRim@
supprime,sypRim
supprimé,sypRime
supprimée,sypRime
supprimer,sypRime
supprimes,sypRim
supprimés,sypRime
supprimons,sypRim%
supputait,sypytE
supraterrestre,sypRateREstR*
suprême,sypREm
suprêmes,sypREm
sur,syR
sûr,syR
suraigu,syRegy
suralimentation,syRalim@tasj%
surchargées,syRSaRZe
surcharger,syRSaRZe
surchargés,syRSaRZe
surchauffer,syRSOfe
surchauffés,syRSOfe
surclassant,syRklAs@
surcot,syRkO
surcroît,syRkRwa
surdité,syRdite
surdoué,syRdwe
sûre,syR
sureau,syRO
surélevé,syRelve
surélever,syRelve
sûrement,syRm@
surent,syR
sûres,syR
sûreté,syRte
surexcité,syREksite
surexcitée,syREksite
surexcités,syREksite
surf,s9Rf
surface,syRfas
surface,syRfas
surfaces,syRfas
surfer,s9Rfe
surfeurs,s9Rf9R
surfiler,syRfile
surgelé,syRZ*le
surgelée,syRZ*le
surgelées,syRZ*le
surgeler,syRZ*le
surgelés,syRZ*le
surgeon,syRZ%
surgi,syRZi
surgies,syRZi
surgir,syRZiR
surgirait,syRZiRE
surgirent,syRZiR
surgissaient,syRZisE
surgissait,syRZisE
surgissant,syRZis@
surgissent,syRZis
surgit,syRZi
surhomme,syRom
surhumaine,syRymEn
surimpression,syR5pResj%
surlendemain,syRl@dm5
surmonta,syRm%ta
surmontant,syRm%t@
surmonte,syRm%t
surmonté,syRm%te
surmontée,syRm%te
surmontées,syRm%te
surmonter,syRm%te
surnage,syRnaZ
surnagent,syRnaZ
surnager,syRnaZe
surnaturel,syRnatyREl
surnaturel,syRnatyREl
surnaturellement,syRnatyRElm@
surnaturels,syRnatyREl
surnom,syRn%
surnommait,syRnomE
surnomme,syRnom
surnommé,syRnome
surnommé,syRnome
surnommée,syRnome
surnommés,syRnome
surnommés,syRnome
surnoms,syRn%
surpasse,syRpAs
surpasser,syRpAse
surpeuplée,syRp9ple
surpiqué,syRpike
surplomb,syRpl%
surplombaient,syRpl%bE
surplombait,syRpl%bE
surplombant,syRpl%b@
surplombant,syRpl%b@
surplombante,syRpl%b@t
surplombantes,syRpl%b@t
surprenaient,syRpR*nE
surprenait,syRpR*nE
surprenant,syRpR*n@
surprenant,syRpR*n@
surprenante,syRpR*n@t
surprenantes,syRpR*n@t
surprenants,syRpR*n@
surprend,syRpR@
surprendra,syRpR@dRa
surprendrai,syRpR@dRE
surprendre,syRpR@dR*
surprends,syRpR@
surprenne,syRpREn
surprîmes,syRpRim
surprirent,syRpRiR
surpris,syRpRi
surpris,syRpRi
surprise,syRpRiz
surprise,syRpRiz
surprise,syRpRiz
surprises,syRpRiz
surprises,syRpRiz
surprises,syRpRiz
surprit,syRpRi
sûrs,syR
sursaut,syRsO
sursauta,syRsOta
sursautait,syRsOtE
sursautant,syRsOt@
sursaute,syRsOt
sursauté,syRsOte
sursauter,syRsOte
surtout,syRtu
survécu,syRveky
survécut,syRveky
surveillaient,syRvEjE
surveillait,syRvEjE
surveillance,syRvEj@s
surveillant,syRvEj@
surveillant,syRvEj@
surveillante,syRvEj@t
surveillants,syRvEj@
surveille,syRvEj
surveillé,syRveje
surveillée,syRveje
surveillées,syRveje
surveillent,syRvEj
surveiller,syRveje
surveillèrent,syRvEjER
surveillerez,syRvEjRe
surveilleront,syRvEjR%
surveilles,syRvEj
surveillés,syRveje
surveillez,syRveje
survenant,syRv*n@
survenir,syRv*niR
survenu,syRv*ny
