ORTHO,PHON
surpreso,suɾpɾezu
surpresos,suɾpɾezus
surra,suha
surrá-lo,suhalu
surrado,suhadu
surrados,suhadus
surrando,suhɐ̃du
surrão,suhɐ̃w
surrar,suhaɾ
surras,suhas
surrou,suho
surtir,suɾtʃiɾ
surucucu,suɾukuku
sururina,suɾuɾina
sururu,suɾuɾu
surveyor,suɾvejoɾ
susana,suzɐna
suspeita,suspejta
suspeitar,suspejtaɾ
suspeitassem,suspejtasẽ
suspeitava,suspejtava
suspeitos,suspejtus
suspeitou,suspejto
suspenda,suspẽda
suspende,suspẽdʒi
suspendê-lo,suspẽdelu
suspender,suspẽdeɾ
suspendera,suspẽdeɾa
suspenderam,suspẽdeɾɐ̃w
suspendeu,suspẽdew
suspendia,suspẽdʒia
suspensa,suspẽsa
suspensão,suspẽsɐ̃w
suspensas,suspẽsas
suspense,suspẽsi
suspenso,suspẽsu
suspensório,suspẽsɔɾju
suspensos,suspẽsus
suspira,suspiɾa
suspirando,suspiɾɐ̃du
suspirar,suspiɾaɾ
suspiraram,suspiɾaɾɐ̃w
suspirava,suspiɾava
suspiro,suspiɾu
suspiros,suspiɾus
suspirou,suspiɾo
sussurrar,susuhaɾ
sussurraram,susuhaɾɐ̃w
sussurravam,susuhavɐ̃w
sussurro,susuhu
sussurrou,susuho
sustam,sustɐ̃w
sustão,sustɐ̃w
sustar,sustaɾ
sustenido,sustenidu
sustenta,sustẽta
sustentá-la,sustẽtala
sustentação,sustẽtasɐ̃w
sustentada,sustẽtada
sustentado,sustẽtadu
sustentados,sustẽtadus
sustentam,sustẽtɐ̃w
sustentando,sustẽtɐ̃du
sustentar,sustẽtaɾ
sustentarem,sustẽtaɾẽ
sustentava,sustẽtava
sustento,sustẽtu
sustentou,sustẽto
suster,susteɾ
susto,sustu
sustos,sustus
sutil,sutʃiw
sutileza,sutʃileza
sutilezas,sutʃilezas
suzi,suzi
sylvia,siwvja
ta,ta
tá,ta
taba,taba
tabaco,tabaku
tabajara,tabaʒaɾa
tabas,tabas
tabefe,tabɛfi
tabela,tabɛla
tabelas,tabɛlas
tabeliã,tabeliɐ̃
tabeliães,tabeliɐ̃js
tabelião,tabeliɐ̃w
tabelinhas,tabɛliɲas
tablado,tabladu
tablete,tablɛtʃi
tabletes,tablɛtʃis
tabocas,tabɔkas
tabu,tabu
tábua,tabwa
tabuada,tabuada
tábuas,tabwas
tabuinhas,tabuiɲas
tabuleiro,tabuleɾu
tabuleiros,tabuleɾus
tabuleta,tabuleta
tabum,tabũ
tac,taki
taca,taka
taça,tasa
tacador,takadoɾ
tacanho,takɐɲu
tacape,takapi
tacar,takaɾ
tacariam,takaɾiɐ̃w
taças,tasas
tacha,taʃa
tachinha,taʃiɲa
tachinhas,taʃiɲas
tacho,taʃu
tachos,taʃus
tacinha,tasiɲa
taciturno,tasituɾnu
taco,taku
tacos,takus
tadeu,tadew
tadinha,tadʒiɲa
tadinho,tadʒiɲu
tagarela,tagaɾɛla
tagarelar,tagaɾelaɾ
tagarelas,tagaɾɛlas
tagarelavam,tagaɾelavɐ̃w
tagarelice,tagaɾelisi
tagarelou,tagaɾelo
tahira,taiɾa
taí,tai
tailândia,tajlɐ̃dʒja
tainha,taiɲa
taipa,tajpa
tais,tajs
taís,tais
tal,taw
tala,tala
talão,talɐ̃w
talas,talas
talco,tawku
talento,talẽtu
talentos,talẽtus
talha,taʎa
talher,taʎɛɾ
talheres,taʎɛɾis
talho,taʎu
talice,talisi
talinho,taliɲu
talismã,talizmɐ̃
talismãs,talizmɐ̃s
talita,talita
talo,talu
talões,talõjs
talos,talus
talvez,tawves
tam,tɐ̃
tamanco,tamɐ̃ku
tamancos,tamɐ̃kus
tamanduá,tamɐ̃dua
tamanduás,tamɐ̃duas
tamanha,tamɐɲa
tamanhão,tamɐɲɐ̃w
tamanhinho,tamɐɲiɲu
tamanho,tamɐɲu
tamanhos,tamɐɲus
tamaninho,tamaniɲu
tamanquinho,tamɐ̃kiɲu
tamanquinhos,tamɐ̃kiɲus
tâmara,tɐmaɾa
tâmaras,tɐmaɾas
tamarindos,tamaɾĩdus
tambaqui,tɐ̃baki
também,tɐ̃bẽ
tambor,tɐ̃boɾ
tambores,tɐ̃boɾis
tamborete,tɐ̃boɾetʃi
tamboretes,tɐ̃boɾetʃis
tamborilar,tɐ̃boɾilaɾ
tamborim,tɐ̃boɾĩ
tamborins,tɐ̃boɾĩs
tamborzinho,tɐ̃boɾziɲu
tamem,tɐmẽ
tamen,tɐmẽ
tamira,tamiɾa
tamoios,tamojus
tampa,tɐ̃pa
tampada,tɐ̃pada
tampado,tɐ̃padu
tampando,tɐ̃pɐ̃du
tampar,tɐ̃paɾ
tampas,tɐ̃pas
tampava,tɐ̃pava
tampe,tɐ̃pi
tampinha,tɐ̃piɲa
tampinhas,tɐ̃piɲas
tampou,tɐ̃po
tampouco,tɐ̃poku
tancredo,tɐ̃kɾedu
tanga,tɐ̃ga
tangas,tɐ̃gas
tangendo,tɐ̃ʒẽdu
tangerina,tɐ̃ʒeɾina
tangerinas,tɐ̃ʒeɾinas
tango,tɐ̃gu
tangram,tɐ̃gɾɐ̃
tanguinha,tɐ̃giɲa
tânia,tɐnja
tanino,taninu
tanque,tɐ̃ki
tanques,tɐ̃kis
tanquilamente,tɾɐ̃kwilamẽtʃi
tanquilo,tɾɐ̃kwilu
tansporte,tɐ̃spɔɾtʃi
tanta,tɐ̃ta
tântalo,tɐ̃talu
tantão,tɐ̃tɐ̃w
tantas,tɐ̃tas
tanto,tɐ̃tu
tantos,tɐ̃tus
tão,tɐ̃w
tapa,tapa
tapada,tapada
tapadas,tapadas
tapado,tapadu
tapados,tapadus
tapajós,tapaʒɔs
tapam,tapɐ̃w
tapando,tapɐ̃du
tapar,tapaɾ
taparam,tapaɾɐ̃w
taparica,tapaɾika
tapas,tapas
tapasse,tapasi
tapava,tapava
tapavam,tapavɐ̃w
tape,tapi
tapeá-lo,tapealu
tapeação,tapeasɐ̃w
tapear,tapeaɾ
tapearam,tapeaɾɐ̃w
tapeçaria,tapesaɾia
tapei,tapej
tapeou,tapeo
tapera,tapɛɾa
tapete,tapetʃi
tapetes,tapetʃis
tapetinhos,tapetʃiɲus
tapetininga,tapetʃinĩga
tapicuru,tapikuɾu
tapioca,tapiɔka
tapiocana,tapiokɐna
tapiocas,tapiɔkas
tapir,tapiɾ
tapires,tapiɾis
tapou,tapo
tapuia,tapuja
tapuias,tapujas
tapuio,tapuju
tapume,tapumi
taquara,takwaɾa
taquaraçus,takwaɾasus
taquaral,takwaɾaw
taquaras,takwaɾas
taquari,takwaɾi
taquaril,takwaɾiw
taquarinha,takwaɾiɲa
taquaritu,takwaɾitu
taquaruçu,takwaɾusu
taquaruçus,takwaɾusus
taque,taki
taques,takis
taquinha,takiɲa
tara,taɾa
tarará,taɾaɾa
tarda,taɾda
tardar,taɾdaɾ
tardaram,taɾdaɾɐ̃w
tarde,taɾdʒi
tardes,taɾdʒis
tardezinha,taɾdʒiziɲa
tardia,taɾdʒia
tardinha,taɾdʒiɲa
tardou,taɾdo
tarefa,taɾɛfa
tarefas,taɾɛfas
tarifa,taɾifa
tarrafa,tahafa
tartaruga,taɾtaɾuga
tartarugando,taɾtaɾugɐ̃du
tartarugas,taɾtaɾugas
tartaruguinha,taɾtaɾugiɲa
tartaruguinhas,taɾtaɾugiɲas
taruê,taɾue
tarzã,taɾzɐ̃
tarzan,taɾzɐ̃
tatá,tata
tatacá,tataka
tatanha,tatɐɲa
tatará,tataɾa
tataraneta,tataɾanɛta
tataravô,tataɾavo
tatatata,tatatata
tateando,tateɐ̃du
tatiana,tatʃiɐna
tática,tatʃika
tatinha,tatʃiɲa
tatipirun,tatʃipiɾũ
tato,tatu
tatos,tatus
tatu,tatu
tatuagem,tatuaʒẽ
tatuam,tatuɐ̃w
tatuí,tatui
tatupeba,tatupɛba
taturana,tatuɾɐna
tatus,tatus
tatuzão,tatuzɐ̃w
tatuzinho,tatuziɲu
tatuzinhos,tatuziɲus
taubaté,tawbatɛ
tava,tava
tavam,tavɐ̃w
tavares,tavaɾis
taverna,tavɛɾna
taxa,taʃa
taxados,taʃadus
taxar,taʃaɾ
taxas,taʃas
táxi,takisi
taxímetro,takisimitɾu
táxis,takisis
tchátchátchátchátc,tʃiʃatʃiʃatʃiʃatʃiʃatki
tchau,tʃiʃaw
tchi,tʃiʃi
tchibum,tʃiʃibũ
tchutchutchu,tʃiʃutʃiʃutʃiʃu
te,te
tê,te
tê-la,tela
tê-las,telas
tê-lo,telu
tear,teaɾ
teares,teaɾis
teatral,teatɾaw
teatralizada,teatɾalizada
teatrinho,teatɾiɲu
teatrinhos,teatɾiɲus
teatro,teatɾu
teatros,teatɾus
tec,tɛki
teca,tɛka
teça,tesa
tece,tɛsi
tecelagem,teselaʒẽ
tecelagens,teselaʒẽs
tecelão,teselɐ̃w
tecelões,teselõjs
tecem,tɛsẽ
tecer,teseɾ
teceram,teseɾɐ̃w
tecerei,teseɾej
teceu,tesew
teci,tesi
tecia,tesia
teciam,tesiɐ̃w
tecido,tesidu
tecidos,tesidus
tecla,tɛkla
teclado,tekladu
técnica,tɛkinika
técnicas,tɛkinikas
técnico,tɛkiniku
técnicos,tɛkinikus
tecnologia,tekinoloʒia
tecnológico,tekinolɔʒiku
teco,tɛku
teço,tesu
tecos,tɛkus
tectonismo,tekitonizmu
têda,teda
tédio,tɛdʒju
teia,teja
teias,tejas
teima,tejma
teimando,tejmɐ̃du
teimar,tejmaɾ
teimasse,tejmasi
teimava,tejmava
teimavam,tejmavɐ̃w
teime,tejmi
teimosa,tejmɔza
teimosia,tejmozia
teimoso,tejmozu
teimosos,tejmɔzus
teimou,tejmo
teixeira,teʃeɾa
tejo,tɛʒu
tejuco,teʒuku
tela,tɛla
telado,teladu
tele,tɛli
telê,tele
teleco,telɛku
telecomunicações,telekomunikasõjs
telefona,telefona
telefonam,telefonɐ̃w
telefonamos,telefonɐmus
telefonando,telefonɐ̃du
telefonar,telefonaɾ
telefonaram,telefonaɾɐ̃w
telefone,telefoni
telefonei,telefonej
telefonema,telefonema
telefonemas,telefonemas
telefones,telefonis
telefônica,telefonika
telefônicas,telefonikas
telefônico,telefoniku
telefônicos,telefonikus
telefoninho,telefoniɲu
telefonista,telefonista
telefono,telefonu
telefonou,telefono
telegrafei,telegɾafej
telegrafia,telegɾafia
telegráfica,telegɾafika
telegráficas,telegɾafikas
telegráficos,telegɾafikus
telegrafista,telegɾafista
telégrafo,telɛgɾafu
telégrafos,telɛgɾafus
telegrama,telegɾɐma
telegramas,telegɾɐmas
telemig,telemigi
teles,tɛlis
telescópio,teleskɔpju
telescópios,teleskɔpjus
telesforinho,telesfoɾiɲu
telésforo,telɛsfuɾu
televisão,televizɐ̃w
televisões,televizõjs
televisor,televizoɾ
televisores,televizoɾis
telex,telɛkis
telha,teʎa
telhadinho,teʎadʒiɲu
telhado,teʎadu
telhados,teʎadus
telhas,teʎas
telheiro,teʎeɾu
telhinha,teʎiɲa
telinha,teliɲa
telma,tɛwma
telúrio,teluɾju
tem,tẽ
têm,tẽ
tema,tema
temais,temajs
temas,temas
teme,temi
temeis,temejs
temem,temẽ
temendo,temẽdu
temer,temeɾ
temeroso,temeɾozu
temessem,temesẽ
temia,temia
temiam,temiɐ̃w
temido,temidu
temiminó,temiminɔ
temível,temiviw
temo,temu
temor,temoɾ
temos,temus
tempão,tẽpɐ̃w
tempera,tẽpɛɾa
temperada,tẽpeɾada
temperado,tẽpeɾadu
temperamento,tẽpeɾamẽtu
temperatura,tẽpeɾatuɾa
temperaturas,tẽpeɾatuɾas
temperava,tẽpeɾava
tempero,tẽpeɾu
temperos,tẽpeɾus
temperou,tẽpeɾo
tempestade,tẽpestadʒi
tempestades,tẽpestadʒis
tempestuosas,tẽpestuɔzas
tempinho,tẽpiɲu
templo,tẽplu
templos,tẽplus
tempo,tẽpu
têmpora,tẽpuɾa
temporada,tẽpoɾada
temporal,tẽpoɾaw
temporária,tẽpoɾaɾja
temporário,tẽpoɾaɾju
temporários,tẽpoɾaɾjus
tempos,tẽpus
ten,tẽ
tenaz,tenas
tenda,tẽda
tende,tẽdʒi
tendência,tẽdẽsja
tendências,tẽdẽsjas
tendes,tẽdʒis
tendo,tẽdu
tendões,tẽdõjs
tenê,tene
tenebrosa,tenebɾɔza
tenebroso,tenebɾozu
tenente,tenẽtʃi
tenentes,tenẽtʃis
tenha,teɲa
tenhais,teɲajs
tenham,teɲɐ̃w
tenhamos,teɲɐmus
tenhas,teɲas
tenho,teɲu
tênia,tenja
teníase,teniazi
tênis,tenis
tenista,tenista
tenistas,tenistas
tenor,tenoɾ
tenra,tẽha
tenras,tẽhas
tenro,tẽhu
tenros,tẽhus
tens,tẽs
tensa,tẽsa
tensão,tẽsɐ̃w
tenso,tẽsu
tenta,tẽta
tentação,tẽtasɐ̃w
tentações,tẽtasõjs
tentáculo,tẽtakulu
tentáculos,tẽtakulus
tentadora,tẽtadoɾa
tentadores,tẽtadoɾis
tentam,tẽtɐ̃w
tentamos,tẽtɐmus
tentando,tẽtɐ̃du
tentar,tẽtaɾ
tentara,tẽtaɾa
tentaram,tẽtaɾɐ̃w
tentaremos,tẽtaɾemus
tentaria,tẽtaɾia
tentasse,tẽtasi
tentassem,tẽtasẽ
tentativa,tẽtatʃiva
tentativas,tẽtatʃivas
tentava,tẽtava
tentavam,tẽtavɐ̃w
tente,tẽtʃi
tentei,tẽtej
tentem,tẽtẽ
tento,tẽtu
tentos,tẽtus
tentou,tẽto
tênue,tenwi
teodolitos,teodolitus
teodorico,teodoɾiku
teodoro,teodɔɾu
teófilo,teɔfilu
teolinda,teolĩda
teor,teoɾ
teoria,teoɾia
teoricamente,teɔɾikamẽtʃi
teotônio,teotonju
tequetoque,teketɔki
ter,teɾ
terá,teɾa
terão,teɾɐ̃w
terapias,teɾapias
terás,teɾas
terça,teɾsa
terçado,teɾsadu
terças,teɾsas
terceira,teɾseɾa
terceiras,teɾseɾas
terceiro,teɾseɾu
terciário,teɾsiaɾju
terço,teɾsu
terçol,teɾsɔw
terços,teɾsus
terdes,teɾdʒis
terebentina,teɾebẽtʃina
terebintina,teɾebĩtʃina
terei,teɾej
tereis,teɾejs
terem,teɾẽ
teremos,teɾemus
teres,teɾis
teresa,teɾeza
teresina,teɾezina
teresinense,teɾezinẽsi
teresinha,teɾeziɲa
teresópolis,teɾezɔpulis
tereza,teɾeza
terezinha,teɾeziɲa
teria,teɾia
teriam,teɾiɐ̃w
teríamos,teɾiamus
terias,teɾias
teríeis,teɾiejs
termais,teɾmajs
termal,teɾmaw
termelétricas,teɾmelɛtɾikas
térmica,tɛɾmika
térmicas,tɛɾmikas
termina,teɾmina
terminá-lo,teɾminalu
terminação,teɾminasɐ̃w
terminações,teɾminasõjs
terminada,teɾminada
terminadas,teɾminadas
terminado,teɾminadu
terminados,teɾminadus
terminais,teɾminajs
terminal,teɾminaw
terminam,teɾminɐ̃w
terminamos,teɾminɐmus
terminando,teɾminɐ̃du
terminar,teɾminaɾ
terminara,teɾminaɾa
terminaram,teɾminaɾɐ̃w
terminarão,teɾminaɾɐ̃w
terminasse,teɾminasi
terminava,teɾminava
terminavam,teɾminavɐ̃w
termine,teɾmini
terminei,teɾminej
terminem,teɾminẽ
termino,teɾminu
término,tɛɾminu
terminou,teɾmino
termo,tɛɾmu
termômetro,teɾmomitɾu
termômetros,teɾmomitɾus
termos,tɛɾmus
ternamente,tɛɾnamẽtʃi
ternas,tɛɾnas
terno,tɛɾnu
ternos,tɛɾnus
ternura,teɾnuɾa
terra,tɛha
terraço,tehasu
terraços,tehasus
terras,tɛhas
térrea,tɛhja
térreas,tɛhjas
terreiro,teheɾu
terremoto,tehemɔtu
terremotos,tehemɔtus
terreno,tehenu
terrenos,tehenus
térreo,tɛhju
terrestre,tehɛstɾi
terrestres,tehɛstɾis
terribilíssimo,tehibilisimu
terrícolas,tehikulas
terrier,tehie
terrificante,tehifikɐ̃tʃi
terrina,tehina
terrinha,tɛhiɲa
territoriais,tehitoɾiajs
territorial,tehitoɾiaw
território,tehitɔɾju
territórios,tehitɔɾjus
terríveis,tehivejs
terrível,tehiviw
terrivelmente,tehivewmẽtʃi
terror,tehoɾ
tesas,tezas
teseu,tezew
tesoura,tezoɾa
tesouras,tezoɾas
tesourinha,tezowɾiɲa
tesourinhas,tezowɾiɲas
tesouro,tezoɾu
tesouros,tezoɾus
testa,tɛsta
testá-la,testala
testamento,testamẽtu
testar,testaɾ
teste,tɛstʃi
testemunha,testemuɲa
testemunhas,testemuɲas
testemunhos,testemuɲus
testes,tɛstʃis
testículos,testʃikulus
testo,tɛstu
teta,teta
tétano,tɛtanu
tetas,tetas
teteia,tetɛja
teto,tɛtu
tetos,tɛtus
tetracampeão,tetɾakɐ̃peɐ̃w
tetracromia,tetɾakɾomia
teu,tew
teus,tews
teve,tevi
tevê,teve
têxteis,testejs
têxtil,testʃiw
texto,testu
textos,testus
textura,testuɾa
theresa,teɾeza
therezinha,teɾeziɲa
thiago,tiagu
thomé,tomɛ
ti,tʃi
tia,tʃia
tiago,tʃiagu
tião,tʃiɐ̃w
tiãozinho,tʃiɐ̃wziɲu
tiaraju,tʃiaɾaʒu
tiaras,tʃiaɾas
tias,tʃias
tiau,tʃiaw
tibicuera,tʃibikuɛɾa
tibiriçá,tʃibiɾisa
tibum,tʃibũ
tibúrcio,tʃibuɾsju
tic,tʃiki
tição,tʃisɐ̃w
tico,tʃiku
tico-tico,tʃikutʃiku
tições,tʃisõjs
ticos,tʃikus
tido,tʃidu
tiê,tʃie
tietê,tʃiete
tifoide,tʃifɔjdʒi
tigela,tʃiʒɛla
tigelada,tʃiʒelada
tigelinha,tʃiʒɛliɲa
tigrado,tʃigɾadu
tigre,tʃigɾi
tigres,tʃigɾis
tigresa,tʃigɾeza
tijela,tʃiʒɛla
tijolo,tʃiʒolu
tijolos,tʃiʒolus
tijucana,tʃiʒukɐna
tijuco,tʃiʒuku
til,tʃiw
tília,tʃilja
tilico,tʃiliku
tilintavam,tʃilĩtavɐ̃w
tim,tʃĩ
timbó,tʃĩbɔ
timbre,tʃĩbɾi
time,tʃimi
times,tʃimis
tímida,tʃimida
tímidas,tʃimidas
timidez,tʃimidɛs
tímido,tʃimidu
tímidos,tʃimidus
timinho,tʃimiɲu
timóleimólei,tʃimolejmɔlej
tímpano,tʃĩpanu
tímpanos,tʃĩpanus
tin,tʃĩ
tina,tʃina
tinga,tʃĩga
tinge,tʃĩʒi
tingir,tʃĩʒiɾ
tinha,tʃiɲa
tinham,tʃiɲɐ̃w
tínhamos,tʃiɲamus
tinhas,tʃiɲas
tínheis,tʃiɲejs
tinhorão,tʃiɲoɾɐ̃w
tinia,tʃinia
tinindo,tʃinĩdu
tininha,tʃiniɲa
tininim,tʃininĩ
tinir,tʃiniɾ
tino,tʃinu
tinoco,tʃinoku
tinta,tʃĩta
tintas,tʃĩtas
tinteiro,tʃĩteɾu
tinto,tʃĩtu
tintura,tʃĩtuɾa
tintureira,tʃĩtuɾeɾa
tintureiro,tʃĩtuɾeɾu
tio,tʃiu
tios,tʃius
tip,tʃipi
típica,tʃipika
típicas,tʃipikas
típico,tʃipiku
típicos,tʃipikus
tipitipi,tʃipitʃipi
tipitis,tʃipitʃis
tipo,tʃipu
tipografia,tʃipogɾafia
tipoia,tʃipɔja
tipos,tʃipus
tique,tʃiki
tiquinho,tʃikiɲu
tira,tʃiɾa
tirá-la,tʃiɾala
tirá-lo,tʃiɾalu
tiracolo,tʃiɾakɔlu
tirada,tʃiɾada
tiradas,tʃiɾadas
tiradentes,tʃiɾadẽtʃis
tirado,tʃiɾadu
tiradores,tʃiɾadoɾis
tirados,tʃiɾadus
tiram,tʃiɾɐ̃w
tiramos,tʃiɾɐmus
tirana,tʃiɾɐna
tiranas,tʃiɾɐnas
tirando,tʃiɾɐ̃du
tirania,tʃiɾania
tiranias,tʃiɾanias
tirano,tʃiɾɐnu
tirar,tʃiɾaɾ
tirara,tʃiɾaɾa
tiraram,tʃiɾaɾɐ̃w
tirarão,tʃiɾaɾɐ̃w
tirarem,tʃiɾaɾẽ
tiraria,tʃiɾaɾia
tirarmos,tʃiɾaɾmus
tiras,tʃiɾas
tirasse,tʃiɾasi
tirava,tʃiɾava
tiravam,tʃiɾavɐ̃w
tire,tʃiɾi
tirei,tʃiɾej
tiremos,tʃiɾemus
tirinha,tʃiɾiɲa
tiririca,tʃiɾiɾika
tiritando,tʃiɾitɐ̃du
tiritante,tʃiɾitɐ̃tʃi
tiro,tʃiɾu
tirolês,tʃiɾoles
tiros,tʃiɾus
tiroteio,tʃiɾoteju
tirou,tʃiɾo
tirrim,tʃihĩ
tisiquinhos,tʃizikiɲus
tita,tʃita
titã,tʃitɐ̃
titânio,tʃitɐnju
titia,tʃitʃia
titias,tʃitʃias
titicaca,tʃitʃikaka
titina,tʃitʃina
titio,tʃitʃiu
tititava,tʃitʃitava
titiu,tʃitʃiw
tito,tʃitu
titulares,tʃitulaɾis
título,tʃitulu
títulos,tʃitulus
tive,tʃivi
tivemos,tʃivemus
tiver,tʃivɛɾ
tivera,tʃivɛɾa
tiveram,tʃivɛɾɐ̃w
tivéramos,tʃivɛɾamus
tiveras,tʃivɛɾas
tiverdes,tʃivɛɾdʒis
tivéreis,tʃivɛɾejs
tiverem,tʃivɛɾẽ
tiveres,tʃivɛɾis
tivermos,tʃivɛɾmus
tivesse,tʃivɛsi
tivésseis,tʃivɛsejs
tivessem,tʃivɛsẽ
tivéssemos,tʃivɛsimus
tivesses,tʃivɛsis
tiveste,tʃivɛstʃi
tivestes,tʃivɛstʃis
tixa,tʃiʃa
tlim,tlĩ
to,tɔ
tô,to
toa,tɔa
toada,toada
toalete,toalɛtʃi
toalha,toaʎa
toalhas,toaʎas
toalhinha,toaʎiɲa
toalhinhas,toaʎiɲas
tobias,tobias
toc,tɔki
toca,tɔka
tocá-lo,tokalu
tocá-los,tokalus
tocada,tokada
tocadas,tokadas
tocadinha,tokadʒiɲa
tocado,tokadu
tocador,tokadoɾ
tocadores,tokadoɾis
tocados,tokadus
tocaia,tokaja
tocam,tɔkɐ̃w
tocando,tokɐ̃du
tocante,tokɐ̃tʃi
tocantinense,tokɐ̃tʃinẽsi
tocantins,tokɐ̃tʃĩs
tocar,tokaɾ
tocaram,tokaɾɐ̃w
tocarão,tokaɾɐ̃w
tocarem,tokaɾẽ
tocaria,tokaɾia
tocas,tɔkas
tocasse,tokasi
tocassem,tokasẽ
tocava,tokava
tocavam,tokavɐ̃w
tocávamos,tokavamus
tocável,tokaviw
tocha,tɔʃa
tochas,tɔʃas
toco,toku
tocos,tokus
tocou,toko
toda,tɔda
todas,tɔdas
todavia,todavia
todinha,todʒiɲa
todinho,todʒiɲu
todo,todu
todos,todus
toicinho,tojsiɲu
tola,tola
toldo,towdu
toledo,toledu
tolera,tolɛɾa
toleram,tolɛɾɐ̃w
tolerância,toleɾɐ̃sja
tolerante,toleɾɐ̃tʃi
tolerava,toleɾava
tolero,tolɛɾu
tolha,toʎa
tolice,tolisi
tolo,tolu
tolos,tolus
tom,tõ
toma,toma
tomá-la,tomala
tomá-lo,tomalu
tomada,tomada
tomadas,tomadas
tomado,tomadu
tomados,tomadus
tomam,tomɐ̃w
tomamos,tomɐmus
tomando,tomɐ̃du
tomar,tomaɾ
tomara,tomaɾa
tomará,tomaɾa
tomaram,tomaɾɐ̃w
tomarem,tomaɾẽ
tomaremos,tomaɾemus
tomaria,tomaɾia
tomarmos,tomaɾmus
tomás,tomas
tomásio,tomazju
tomasse,tomasi
tomassem,tomasẽ
tomássemos,tomasimus
tomate,tomatʃi
tomateiro,tomateɾu
tomates,tomatʃis
tomatinho,tomatʃiɲu
tomava,tomava
tomavam,tomavɐ̃w
tomba,tõba
tombaço,tõbasu
tombada,tõbada
tombadilho,tõbadʒiʎu
tombar,tõbaɾ
tombara,tõbaɾa
tombavam,tõbavɐ̃w
tombo,tõbu
tombos,tõbus
tombou,tõbo
tome,tomi
tomé,tomɛ
tomei,tomej
tomem,tomẽ
tomemos,tomemus
tomo,tomu
tomou,tomo
tona,tona
tonalidades,tonalidadʒis
tonéis,tonɛjs
tonel,tonɛw
tonelada,tonelada
toneladas,toneladas
tongará,tõgaɾa
tonho,toɲu
tônica,tonika
tônicas,tonikas
tonico,toniku
tônico,toniku
tônicos,tonikus
toninha,toniɲa
toninho,toniɲu
tons,tõs
tonta,tõta
tontas,tõtas
tonteou,tõteo
tontinha,tõtʃiɲa
tonto,tõtu
tontos,tõtus
tontura,tõtuɾa
tonzeca,tõzɛka
top,tɔpi
topa,tɔpa
topá,topa
topada,topada
topadas,topadas
topar,topaɾ
toparam,topaɾɐ̃w
topázio,topazju
topete,topetʃi
topetudo,topetudu
tópicos,tɔpikus
topo,tɔpu
topografia,topogɾafia
topônimo,toponimu
topônimos,toponimus
topos,tɔpus
topou,topo
toque,tɔki
toquei,tokej
toques,tɔkis
toquinha,tokiɲa
toquinho,tokiɲu
toquinhos,tokiɲus
tora,tɔɾa
tórax,tɔɾakis
toráxica,toɾakisika
torção,toɾsɐ̃w
torce,tɔɾsi
torcedor,toɾsedoɾ
torcedores,toɾsedoɾis
torcemos,toɾsemus
torcendo,toɾsẽdu
torcer,toɾseɾ
torceram,toɾseɾɐ̃w
torceu,toɾsew
torci,toɾsi
torcia,toɾsia
torciam,toɾsiɐ̃w
torcicolo,toɾsikɔlu
torcida,toɾsida
torcidas,toɾsidas
torcidinho,toɾsidʒiɲu
torcido,toɾsidu
torcidos,toɾsidus
torço,toɾsu
tordesilhas,toɾdeziʎas
tordilho,toɾdʒiʎu
tordilhos,toɾdʒiʎus
tordo,toɾdu
tore,tɔɾi
tório,tɔɾju
tormentas,toɾmẽtas
tormento,toɾmẽtu
tormentosa,toɾmẽtɔza
torna,tɔɾna
torná-la,toɾnala
torná-las,toɾnalas
torná-lo,toɾnalu
torná-los,toɾnalus
tornado,toɾnadu
tornam,tɔɾnɐ̃w
tornamos,toɾnɐmus
tornando,toɾnɐ̃du
tornar,toɾnaɾ
tornara,toɾnaɾa
tornará,toɾnaɾa
tornaram,toɾnaɾɐ̃w
tornarão,toɾnaɾɐ̃w
tornarem,toɾnaɾẽ
tornariam,toɾnaɾiɐ̃w
tornas,tɔɾnas
tornasse,toɾnasi
tornassem,toɾnasẽ
tornava,toɾnava
tornavam,toɾnavɐ̃w
torne,tɔɾni
torneado,toɾneadu
tornei,toɾnej
torneio,toɾneju
torneios,toɾnejus
torneira,toɾneɾa
torneiras,toɾneɾas
torneirinha,toɾneɾiɲa
tornem,tɔɾnẽ
torno,toɾnu
tornou,toɾno
tornozelo,toɾnozɛlu
tororó,toɾoɾɔ
torpedo,toɾpɛdu
torra,tɔha
torrada,tohada
torradas,tohadas
torrado,tohadu
torrados,tohadus
torram,tɔhɐ̃w
torrão,tohɐ̃w
torre,tɔhi
torrefação,tohefasɐ̃w
torrencialmente,tohẽsiawmẽtʃi
torres,tɔhis
torresmo,tohezmu
torricelli,tohisɛli
tórrida,tɔhida
tórrido,tɔhidu
torro,tɔhu
torrones,tohonis
torta,tɔɾta
tortas,tɔɾtas
torto,toɾtu
tortos,tɔɾtus
tortuosas,toɾtuɔzas
tortuosos,toɾtuɔzus
torturadas,toɾtuɾadas
torturado,toɾtuɾadu
torturas,toɾtuɾas
tosca,tɔska
tose,tɔzi
tosquiado,toskiadu
tosquiar,toskiaɾ
tosse,tɔsi
tossi,tosi
tossia,tosia
tossindo,tosĩdu
tossir,tosiɾ
tossiu,tosiw
tostada,tostada
tostadinho,tostadʒiɲu
tostão,tostɐ̃w
totais,totajs
total,totaw
totalizando,totalizɐ̃du
totalmente,totawmẽtʃi
totó,totɔ
totonha,totoɲa
